name,moh_area
Pelpita,Attanagalla
Walaliyadda,Attanagalla
Haggalla East,Attanagalla
Diyakade,Attanagalla
Welagedara,Attanagalla
Kamburagalla,Attanagalla
Mathalana North,Attanagalla
Mathalana,Attanagalla
Meewala,Attanagalla
Kitttammahara,Attanagalla
Thihariya South,Attanagalla
Pahala Thihariya,Attanagalla
Thihariya West,Attanagalla
Bogamuwa,Attanagalla
Mangalathiriya,Attanagalla
Pilankada,Attanagalla
Bonegala,Attanagalla
Meewala West,Attanagalla
Udugoda West,Attanagalla
Mathalana East,Attanagalla
Udugoda,Attanagalla
Pannila,Attanagalla
Hunupola,Attanagalla
Halpandeniya,Attanagalla
Urapola,Attanagalla
Wanduramulla,Attanagalla
Deenapamunuwa West,Attanagalla
Deenapamunuwa,Attanagalla
Yatawaka,Attanagalla
Sapugasthenna,Attanagalla
Bopagama,Attanagalla
Bopagama East,Attanagalla
Meevitagammana,Attanagalla
Bopetta South,Attanagalla
Bopetta,Attanagalla
Nagoda,Attanagalla
Kurawalana,Attanagalla
Kahatovita,Attanagalla
Kahatovita West,Attanagalla
Ogodapola North,Attanagalla
Ogodapola,Attanagalla
Kahambiliyahena,Attanagalla
Udathuththiripitiya,Attanagalla
Mattagoda,Attanagalla
Weerangula,Attanagalla
Weerangula South,Attanagalla
Koskandawala North,Attanagalla
Kirikittamulla,Attanagalla
Kirikittamulla South,Attanagalla
Koskandawala,Attanagalla
Opathella,Attanagalla
Paranagama,Attanagalla
Paranagama East,Attanagalla
Aruppassa,Attanagalla
Madaotuwa West,Attanagalla
Madakotuwa,Attanagalla
Rathambale,Attanagalla
Walgammulla,Attanagalla
Ruwanpura,Attanagalla
Lavulupitiya,Attanagalla
Galboda,Attanagalla
Dematalanda,Attanagalla
Happitiya,Attanagalla
Maryland Colony,Dompe
Indurugalla,Dompe
Wathurugama,Dompe
Bandaranayakapura West,Dompe
Bandaranayakapura East,Dompe
Mailawalana,Dompe
Mailawalana South,Dompe
Thimbirigama,Dompe
Mahal Loluwa,Dompe
Ihala Millathe,Dompe
Pingamuwa,Dompe
Pahala Millathe,Dompe
Millathe,Dompe
Kirindiwela,Dompe
Bogahawatta,Dompe
Rambutanwatta,Dompe
Etambagahawatta,Dompe
Kannimahara,Dompe
Radawana North,Dompe
Palupelpita,Dompe
Kithulakanda,Dompe
Radawana South,Dompe
Alliyawatta,Dompe
Diyawala North,Dompe
Diyawala,Dompe
Meddegama,Dompe
Udagama,Dompe
Vihara Kumbura,Dompe
Kuttivila,Dompe
Thalgaswatta,Dompe
Kendagolla,Dompe
Udawela,Dompe
Kirimatiyawatta,Dompe
Hiswella,Dompe
Kiriwana,Dompe
Meddegama North,Dompe
Meddegama South,Dompe
Werahera,Dompe
Pallegama South,Dompe
Pallegama,Dompe
Anuragoda,Dompe
Weralugampala,Dompe
Nedungolla South,Dompe
Nedungolla,Dompe
Nandarama Pedesa,Dompe
Mandawala North,Dompe
Mawatha,Dompe
Parakadamulla,Dompe
Nakandapola,Dompe
Keragala,Dompe
Weliketiyawatta,Dompe
Kurunduhena,Dompe
Baduwatta,Dompe
Mandawala South,Dompe
Anuragoda South,Dompe
Walpola,Dompe
Pepiliyawala,Dompe
Ganihagama North,Dompe
Watawala,Dompe
Meethirigala,Dompe
Polhena,Dompe
Ganihagama South,Dompe
Dangalla North,Dompe
Meniklanda,Dompe
Pelpita,Dompe
Punchi Mandawala,Dompe
Waharaka,Dompe
Putupagala,Dompe
Walaramba,Dompe
Demalagama,Dompe
Helummahara,Dompe
Pananwala,Dompe
Egoda Pelahela,Dompe
Pelahela,Dompe
Madurawa,Dompe
Kajugaswatta,Dompe
Ihala Lunugama,Dompe
Meegahawatta,Dompe
Yakambe,Dompe
Pattiyagama,Dompe
Dangalla,Dompe
Ranwala,Dompe
Wedagama,Dompe
Udugama,Dompe
Udakananpella South,Dompe
Udakanampella,Dompe
Senasungoda,Dompe
Poogoda,Dompe
Bangalawatta,Dompe
Kumarimulla,Dompe
Ovitigama,Dompe
Parathapakanda,Dompe
Dethemulla,Dompe
Pahala Lunugama,Dompe
Wanaluwawa North,Dompe
Thelkekuna,Dompe
Indolamulla,Dompe
Parangoda,Dompe
Namaluwa,Dompe
Dekatana,Dompe
Narampola,Dompe
Kalukondayawa West,Dompe
